rain_24h_mm,rain_72h_mm,river_ratio,soil_saturation,humidity_pct,wind_kmh,elevation_m,severity
24.4,29.7,0.625,0.369,48.7,8.5,57.6,0
25.5,67.2,0.759,0.477,61.9,7.1,54.8,1
26.7,67.8,0.736,0.549,62.2,37.0,19.1,1
0.9,38.9,0.378,0.358,39.1,10.1,60.3,0
29.2,53.8,0.501,0.597,65.5,33.0,26.2,0
7.2,91.1,0.603,0.514,55.8,17.5,47.5,1
10.0,28.3,0.54,0.383,51.3,17.0,114.6,0
17.9,95.8,0.643,0.501,52.5,8.0,69.3,1
73.1,91.0,0.766,0.574,55.4,13.6,57.6,2
4.5,12.4,0.292,0.289,57.8,3.8,37.2,0
17.3,46.6,0.404,0.434,57.2,25.0,70.6,0
13.3,48.1,0.46,0.435,58.8,25.0,215.6,0
43.3,88.2,0.7,0.228,59.6,18.6,149.9,1
12.9,34.9,0.276,0.308,55.7,13.7,45.6,0
22.8,155.6,0.842,0.727,53.3,12.2,111.6,2
4.5,21.1,0.42,0.227,61.3,35.7,58.6,0
50.1,117.0,0.812,0.604,64.9,29.4,149.0,1
2.0,241.0,1.273,1.0,53.7,15.0,70.0,3
28.8,180.4,1.123,0.892,55.5,9.7,119.4,3
22.9,32.5,0.342,0.259,41.5,8.8,61.4,0
26.5,88.8,0.629,0.39,40.4,34.9,115.1,1
2.0,67.6,0.536,0.578,49.4,6.4,223.7,0
12.6,66.9,0.551,0.379,64.2,12.3,45.2,0
41.4,49.1,0.501,0.357,53.0,20.9,225.2,0
82.5,120.2,0.827,0.835,59.9,27.0,70.6,2
15.9,53.4,0.487,0.33,46.8,16.6,40.6,0
37.9,44.2,0.385,0.325,47.7,15.3,61.7,0
20.7,44.0,0.347,0.37,48.0,13.8,35.5,0
16.8,56.1,0.518,0.251,56.9,11.4,63.7,0
10.9,39.4,0.524,0.177,49.8,5.4,58.4,0
18.0,75.7,0.639,0.428,50.6,21.8,55.5,0
34.9,57.5,0.705,0.361,52.6,10.2,54.5,0
37.6,71.9,0.621,0.469,59.9,5.9,70.4,1
2.9,73.4,0.371,0.374,55.6,5.5,145.0,0
9.7,130.7,0.897,0.722,38.6,15.2,57.4,2
4.2,11.6,0.278,0.031,46.6,20.4,27.5,0
19.0,74.9,0.646,0.462,54.3,15.3,76.6,1
12.1,31.2,0.148,0.332,57.4,12.0,220.3,0
25.6,71.0,0.615,0.483,57.1,13.4,59.0,0
27.4,34.1,0.56,0.297,63.0,7.9,43.4,0
0.1,85.5,0.615,0.449,40.7,24.6,220.4,0
17.9,31.1,0.439,0.282,58.2,6.3,56.5,0
53.4,125.0,0.904,0.772,77.0,18.8,62.7,2
9.7,17.7,0.352,0.194,53.9,24.0,49.3,0
9.4,14.3,0.312,0.323,54.2,15.6,120.3,0
45.6,70.7,0.74,0.554,63.4,21.4,37.2,2
39.2,77.3,0.609,0.321,53.9,9.0,78.3,0
4.9,166.9,0.953,0.81,45.2,16.0,54.6,3
35.7,73.0,0.526,0.373,58.2,24.3,52.5,1
6.7,16.2,0.45,0.107,39.8,21.4,38.2,0
9.3,71.5,0.537,0.526,56.6,23.2,142.7,0
4.9,101.8,0.623,0.614,57.3,10.3,58.1,0
2.9,15.2,0.341,0.262,39.6,25.7,229.0,0
20.2,89.6,0.648,0.427,56.5,14.9,146.1,0
2.1,89.6,0.581,0.543,50.6,9.7,104.7,0
21.1,84.6,0.763,0.388,67.2,35.0,63.2,1
20.4,36.0,0.356,0.326,65.7,3.0,213.3,0
15.1,53.6,0.392,0.326,61.1,13.9,78.9,0
10.3,55.7,0.634,0.489,63.3,7.9,55.5,0
8.0,91.3,0.618,0.499,50.4,21.4,56.4,0
4.0,20.8,0.56,0.281,54.7,7.1,227.2,0
64.7,135.6,0.93,0.722,60.3,6.2,55.7,3
14.3,41.8,0.263,0.334,46.3,9.8,142.5,0
13.8,35.8,0.634,0.327,54.9,10.6,45.4,0
5.2,38.4,0.431,0.355,52.2,8.3,107.3,0
59.0,59.7,0.659,0.329,59.8,7.1,67.6,1
8.6,10.1,0.335,0.255,52.9,11.7,144.8,0
23.3,25.8,0.26,0.357,56.2,3.6,157.0,0
28.0,75.1,0.428,0.505,63.6,12.7,114.8,0
20.3,44.9,0.6,0.321,50.6,12.7,213.5,0
2.0,17.7,0.231,0.264,42.1,31.8,61.1,0
34.3,64.7,0.717,0.396,62.9,16.4,148.0,0
8.5,80.7,0.692,0.48,60.2,3.0,65.8,0
38.9,67.9,0.672,0.334,61.1,19.4,36.9,1
16.7,25.8,0.392,0.404,45.6,35.8,54.5,0
29.7,211.5,1.461,1.0,55.7,8.4,23.4,3
55.7,87.6,0.686,0.454,63.2,14.5,66.8,1
33.2,121.2,0.815,0.717,48.8,11.7,31.3,2
30.4,94.4,0.807,0.674,50.7,13.7,50.4,2
35.8,56.3,0.474,0.31,56.6,13.7,149.9,0
6.3,125.9,0.713,0.47,62.5,11.8,111.1,0
40.4,57.5,0.602,0.538,60.3,9.6,50.4,1
13.1,59.5,0.627,0.408,49.5,11.2,60.9,0
13.6,54.7,0.71,0.344,52.6,13.8,70.2,0
19.6,64.2,0.786,0.431,49.8,15.1,56.7,1
11.7,116.0,0.607,0.593,50.6,16.5,115.8,1
4.6,37.3,0.561,0.59,58.5,27.9,46.5,0
18.0,56.9,0.478,0.351,39.5,20.0,54.6,0
13.7,54.3,0.468,0.418,64.7,14.9,49.1,0
13.1,170.0,0.954,0.95,71.6,10.4,106.7,2
16.1,98.9,0.674,0.676,55.9,46.0,73.7,1
13.2,17.8,0.241,0.347,47.5,3.1,150.5,0
61.8,79.7,0.521,0.448,71.2,18.9,56.9,1
57.7,92.6,0.905,0.522,63.5,24.4,63.5,2
18.7,121.4,0.932,0.451,50.8,14.2,33.0,2
18.0,128.6,0.81,0.668,47.1,8.1,149.1,1
0.1,31.0,0.341,0.302,48.8,17.3,55.0,0
9.2,26.4,0.49,0.348,55.0,5.7,130.7,0
35.5,62.3,0.609,0.581,64.8,23.4,59.5,1
11.4,47.5,0.474,0.427,56.1,5.4,38.7,0
47.2,72.3,0.53,0.554,63.2,31.9,54.6,0
44.7,134.5,0.93,0.696,56.5,19.6,144.7,2
9.0,31.6,0.424,0.417,60.3,14.1,40.5,0
20.3,32.8,0.488,0.307,53.6,12.1,62.2,0
66.0,92.3,0.764,0.638,77.3,15.3,126.9,2
2.0,44.9,0.547,0.425,47.1,5.9,55.6,0
11.7,102.8,0.734,0.611,57.0,13.6,112.6,1
1.6,13.0,0.341,0.091,69.8,9.2,33.0,0
5.7,48.9,0.467,0.467,61.2,8.8,214.7,0
82.9,127.3,1.054,0.704,71.2,47.5,51.2,3
11.7,63.7,0.732,0.488,56.2,9.9,40.7,1
0.5,23.1,0.311,0.297,52.5,10.4,29.6,0
4.5,55.8,0.647,0.438,51.3,24.9,43.6,0
1.2,63.9,0.421,0.543,47.7,5.9,63.0,0
21.1,43.5,0.616,0.305,43.1,30.1,39.2,0
27.6,66.4,0.557,0.477,61.5,11.4,73.4,0
40.9,68.8,0.717,0.375,46.2,8.6,73.8,1
33.7,48.3,0.65,0.418,62.6,4.1,121.8,0
2.1,9.1,0.374,0.238,49.9,26.8,32.0,0
26.3,43.4,0.531,0.29,48.6,9.4,42.4,0
15.3,33.8,0.471,0.318,65.7,10.6,37.1,0
46.4,53.1,0.553,0.333,47.8,12.3,63.2,0
37.4,85.8,0.813,0.476,52.7,9.9,73.3,2
91.9,158.4,1.115,0.821,62.1,21.8,38.3,3
5.1,32.3,0.241,0.328,54.0,22.9,71.5,0
4.1,35.3,0.525,0.143,47.7,45.2,75.3,0
9.9,29.8,0.516,0.328,65.3,31.2,59.8,0
16.0,45.6,0.519,0.328,43.6,14.3,63.7,0
7.6,59.2,0.483,0.37,85.9,22.2,71.2,0
5.5,48.9,0.376,0.266,44.4,36.7,116.1,0
24.6,54.0,0.445,0.384,79.6,25.3,143.2,0
9.9,28.4,0.362,0.242,62.3,14.5,212.3,0
7.2,69.1,0.43,0.56,52.3,17.8,69.1,0
2.1,22.7,0.442,0.11,54.2,29.4,51.8,0
0.1,7.6,0.343,0.123,49.0,1.8,52.3,0
59.3,96.0,0.918,0.456,64.3,13.9,53.1,2
57.8,61.1,0.711,0.438,55.3,4.1,62.1,1
38.4,80.2,0.63,0.594,63.8,6.5,65.0,1
30.5,75.1,0.532,0.514,58.3,2.3,27.4,1
8.8,25.7,0.256,0.18,45.5,10.7,212.8,0
31.7,51.4,0.703,0.339,60.5,35.9,39.8,1
3.6,73.0,0.646,0.388,55.5,27.2,48.1,0
19.7,165.4,1.084,0.862,49.4,7.6,53.9,3
6.4,39.3,0.427,0.291,49.6,17.6,45.7,0
31.9,49.2,0.613,0.242,61.2,7.1,39.7,1
69.9,114.7,0.758,0.674,71.9,17.0,58.2,2
4.5,32.8,0.543,0.42,51.6,31.8,37.9,0
9.3,51.6,0.394,0.362,60.9,4.5,116.7,0
19.4,56.2,0.356,0.407,64.4,16.5,115.5,0
0.7,38.3,0.63,0.192,62.5,21.3,119.8,0
1.4,3.2,0.275,0.007,55.6,7.8,147.3,0
68.1,87.7,0.725,0.351,55.7,18.8,164.5,1
24.7,42.4,0.36,0.339,63.1,7.6,41.5,0
8.1,25.6,0.421,0.251,51.8,14.5,152.5,0
17.2,72.2,0.699,0.507,58.8,14.9,79.0,0
10.0,18.5,0.387,0.233,48.6,4.0,41.3,0
20.0,21.8,0.407,0.353,50.4,3.8,221.0,0
10.5,27.5,0.485,0.364,48.1,2.9,147.0,0
15.8,29.2,0.499,0.263,43.9,18.9,53.6,0
34.6,67.7,0.349,0.35,52.8,17.8,220.6,0
32.5,57.0,0.454,0.227,48.9,14.7,117.2,0
64.9,86.0,0.921,0.64,66.9,13.8,54.1,3
26.5,114.0,0.831,0.534,47.7,23.8,56.2,2
18.4,32.2,0.435,0.169,49.6,10.5,121.5,0
73.3,125.5,0.779,0.674,63.7,10.6,210.5,2
14.0,43.2,0.457,0.212,68.7,5.2,42.5,0
38.9,109.5,0.952,0.613,52.7,14.4,22.6,2
23.4,132.6,1.031,0.66,44.7,15.7,56.6,2
17.5,46.3,0.599,0.441,44.3,12.8,51.9,0
39.8,43.4,0.597,0.422,51.5,22.5,58.0,0
10.6,19.1,0.361,0.353,48.4,10.3,214.9,0
40.6,46.7,0.46,0.378,76.9,54.2,218.1,0
7.8,27.5,0.282,0.208,61.0,12.9,122.7,0
4.8,21.4,0.275,0.169,50.2,8.7,51.3,0
37.5,76.0,0.803,0.424,72.8,11.0,50.1,1
55.3,121.5,0.918,0.827,55.9,19.0,22.7,3
11.9,14.9,0.371,0.215,50.6,45.1,148.9,0
39.2,70.6,0.686,0.466,54.5,8.9,46.5,1
27.3,41.4,0.448,0.476,64.6,20.5,215.6,0
84.8,117.2,0.957,0.654,65.0,19.8,64.0,3
26.5,46.3,0.604,0.291,68.3,33.5,53.3,0
53.5,110.9,0.681,0.672,64.0,9.4,229.0,1
9.0,18.3,0.511,0.212,60.7,17.9,37.9,0
1.4,16.6,0.305,0.27,37.7,24.6,61.3,0
44.9,71.8,0.7,0.502,45.6,21.2,51.1,1
1.3,23.3,0.303,0.225,38.9,22.8,44.1,0
37.1,63.9,0.518,0.442,54.5,11.3,218.1,0
4.0,8.2,0.27,0.356,40.3,15.0,78.7,0
23.9,120.5,0.855,0.587,65.7,29.2,45.2,2
86.1,104.3,0.961,0.7,64.2,7.3,28.2,3
34.5,44.6,0.554,0.299,62.4,11.4,52.3,1
14.0,41.6,0.624,0.502,50.3,7.0,142.3,0
27.9,59.5,0.674,0.332,63.1,7.4,47.9,1
9.4,140.1,0.851,0.683,37.8,16.3,113.9,1
114.1,189.2,1.289,1.0,69.9,21.3,28.3,3
7.0,28.5,0.464,0.429,57.1,10.3,61.1,0
15.9,129.4,0.933,0.751,59.2,14.9,58.6,2
31.6,128.4,0.789,0.577,54.5,13.5,42.9,2
25.9,36.2,0.548,0.327,42.5,3.8,65.0,0
28.9,182.9,1.014,0.884,64.7,5.8,46.2,3
9.7,28.3,0.498,0.212,50.4,19.7,35.0,0
13.4,48.6,0.638,0.43,51.7,6.0,37.7,0
43.0,128.5,0.94,0.604,76.6,12.0,52.0,2
41.1,44.1,0.299,0.234,59.4,18.8,131.1,0
26.6,53.3,0.425,0.239,52.1,16.8,28.1,0
59.4,99.8,0.867,0.718,56.9,10.3,55.8,3
44.6,117.5,0.658,0.586,64.3,14.8,36.9,1
40.0,70.2,0.719,0.406,51.8,11.5,50.6,1
1.2,4.3,0.42,0.104,56.3,11.4,40.3,0
26.2,156.2,1.1,0.904,65.0,32.7,60.9,3
21.7,53.0,0.491,0.26,54.8,18.4,134.3,0
66.1,107.8,0.899,0.486,70.5,14.6,58.6,3
12.4,17.4,0.425,0.218,53.4,13.4,37.5,0
0.8,94.3,0.568,0.541,46.6,1.3,54.5,0
56.0,74.9,0.767,0.527,47.6,62.4,67.0,2
25.5,39.7,0.637,0.272,58.3,29.1,53.5,0
7.6,85.2,0.719,0.647,55.6,9.4,81.5,0
9.2,15.1,0.337,0.178,61.3,2.8,53.3,0
32.8,75.1,0.7,0.378,64.3,11.1,118.1,0
32.0,45.7,0.667,0.257,73.7,26.3,49.3,0
53.2,100.1,0.882,0.495,55.9,25.5,106.7,2
14.2,72.3,0.741,0.353,57.1,13.1,22.4,1
8.7,26.9,0.186,0.351,47.9,39.4,222.6,0
23.5,112.8,0.749,0.524,63.2,11.8,222.7,1
17.8,49.1,0.601,0.357,47.4,10.8,45.8,0
10.9,142.3,1.008,0.635,61.0,17.2,61.3,2
61.2,139.5,1.051,0.611,55.9,9.8,25.3,3
108.7,143.4,1.119,0.831,75.5,13.6,221.5,3
45.0,79.5,0.56,0.63,68.9,21.7,29.5,1
14.0,20.8,0.476,0.374,41.8,6.9,32.6,0
26.9,104.4,0.838,0.449,45.5,18.0,37.4,2
21.8,38.2,0.579,0.207,57.4,24.6,56.5,0
39.8,78.1,0.732,0.658,59.4,11.1,224.2,1
34.4,164.9,0.975,0.791,55.2,12.2,48.5,3
13.1,101.0,0.877,0.445,50.3,14.2,66.4,1
5.6,16.8,0.44,0.342,46.1,6.4,80.8,0
23.1,54.6,0.499,0.396,58.3,10.0,143.6,0
10.6,52.4,0.421,0.433,46.0,3.8,117.4,0
2.8,99.4,0.645,0.361,55.4,5.2,217.9,0
7.7,93.3,0.72,0.509,48.6,12.0,76.1,1
2.1,53.9,0.508,0.473,49.0,15.9,147.1,0
15.3,62.9,0.538,0.364,64.2,16.7,51.0,0
115.2,146.1,1.148,0.853,78.1,13.1,67.7,3
12.5,53.3,0.477,0.267,46.0,8.1,110.2,0
12.2,36.6,0.529,0.311,47.0,8.9,150.0,0
16.0,78.7,0.831,0.631,60.8,13.2,25.3,2
65.8,115.6,0.817,0.521,51.1,8.4,62.0,2
113.4,188.7,1.228,0.93,81.8,8.5,145.6,3
82.0,155.5,1.181,0.831,66.2,17.9,45.2,3
44.7,61.0,0.658,0.423,54.5,10.0,50.1,1
5.8,6.8,0.211,0.184,53.0,16.3,68.7,0
45.7,60.6,0.722,0.334,70.2,42.5,32.4,1
2.6,43.1,0.334,0.363,35.4,8.1,220.8,0
1.9,26.3,0.43,0.272,60.5,17.0,63.0,0
20.2,43.7,0.377,0.219,64.8,2.7,142.5,0
17.7,31.6,0.536,0.401,52.3,10.1,54.3,0
14.4,60.2,0.538,0.329,53.7,14.0,59.0,0
11.3,62.7,0.573,0.294,54.9,1.9,209.4,0
28.5,80.8,0.617,0.437,62.4,30.6,140.1,0
20.3,94.2,0.687,0.462,49.4,7.4,56.1,1
38.3,294.6,1.639,1.0,58.0,23.2,54.2,3
41.7,42.5,0.396,0.232,57.9,20.0,147.9,0
25.3,75.6,0.783,0.511,61.5,35.0,121.1,1
8.3,67.4,0.514,0.564,74.7,2.1,224.5,0
8.2,23.2,0.358,0.279,47.4,15.2,62.9,0
11.8,38.0,0.452,0.196,54.5,11.9,44.9,0
25.2,44.3,0.537,0.268,49.9,2.4,45.9,0
36.2,89.3,0.822,0.543,53.9,12.4,60.9,2
8.9,89.5,0.613,0.347,44.8,10.1,53.9,0
59.3,67.4,0.589,0.328,49.2,7.0,152.4,1
14.1,60.3,0.514,0.264,63.7,10.7,155.5,0
94.1,188.4,1.386,0.915,69.9,14.0,50.5,3
19.4,35.6,0.472,0.511,55.8,9.0,223.1,0
42.3,54.4,0.725,0.276,51.8,17.2,83.1,1
1.0,11.5,0.357,0.298,51.6,19.9,52.2,0
7.2,20.1,0.536,0.206,43.9,6.8,41.3,0
12.4,141.2,1.037,0.604,53.8,11.5,42.3,2
2.7,154.7,1.017,0.916,55.1,33.2,60.4,3
13.7,117.7,0.907,0.827,49.9,11.5,25.5,3
10.8,34.7,0.421,0.351,47.7,6.8,41.3,0
53.9,161.1,1.197,0.832,56.7,7.3,111.2,3
31.4,41.2,0.499,0.344,63.5,18.9,63.1,0
45.4,109.4,0.881,0.587,60.9,9.0,63.1,2
94.8,112.6,0.997,0.644,54.3,10.4,41.4,3
37.4,45.6,0.422,0.416,63.8,18.4,70.1,0
5.1,50.1,0.509,0.522,57.2,3.7,69.0,0
13.3,59.2,0.603,0.361,55.6,16.5,35.8,0
23.1,73.1,0.624,0.473,68.9,6.0,76.7,1
61.0,116.1,0.901,0.618,62.0,8.7,28.0,3
0.7,43.7,0.583,0.44,55.6,3.4,119.7,0
31.3,60.0,0.432,0.627,60.8,7.5,219.9,0
1.4,35.4,0.305,0.411,59.2,25.0,113.2,0
8.7,73.4,0.563,0.534,51.6,56.6,71.0,0
2.1,43.7,0.46,0.43,47.2,10.3,217.2,0
7.0,27.1,0.515,0.398,60.9,9.1,36.1,0
39.3,54.0,0.614,0.605,65.7,21.9,110.1,0
11.2,45.0,0.599,0.202,64.0,16.6,43.8,0
6.1,100.1,0.773,0.619,56.3,23.2,26.9,1
5.0,60.8,0.523,0.182,39.6,15.2,50.2,0
3.3,101.3,0.651,0.655,53.8,25.2,51.4,1
36.7,60.2,0.512,0.461,58.1,16.2,36.8,1
18.5,57.3,0.547,0.351,64.8,34.1,64.5,0
25.6,69.9,0.719,0.209,64.6,20.9,38.2,1
1.8,69.0,0.615,0.444,57.2,31.3,58.8,0
18.6,42.1,0.472,0.362,38.4,9.7,121.8,0
0.1,55.8,0.448,0.389,45.4,9.8,46.6,0
53.5,143.3,1.224,0.675,57.6,16.3,52.5,3
31.3,61.5,0.546,0.336,54.3,15.8,39.5,0
15.7,28.3,0.454,0.284,55.8,12.0,62.1,0
0.0,92.2,0.741,0.463,63.8,12.1,121.8,0
4.6,64.7,0.584,0.502,59.0,9.8,58.2,0
2.1,8.0,0.271,0.204,45.0,13.7,48.2,0
14.7,45.7,0.595,0.2,47.7,8.9,47.8,0
26.6,161.4,0.867,0.817,48.9,25.7,114.2,2
25.1,77.1,0.817,0.514,55.1,20.1,65.7,1
71.1,104.9,0.877,0.729,69.8,17.3,63.6,2
16.9,27.7,0.367,0.37,62.4,3.6,148.6,0
56.7,67.4,0.494,0.358,58.1,5.2,147.9,0
12.4,76.3,0.541,0.602,53.8,12.8,53.0,0
30.1,42.1,0.492,0.217,70.2,6.8,107.0,0
14.0,58.5,0.687,0.408,42.4,17.9,145.5,0
24.3,54.5,0.497,0.457,61.0,2.5,212.4,0
17.1,59.4,0.613,0.54,59.0,37.7,52.1,1
7.6,35.3,0.456,0.486,50.8,4.3,124.5,0
25.2,75.1,0.876,0.584,55.9,24.3,47.9,2
32.1,105.6,0.756,0.574,60.5,10.9,57.9,1
37.8,66.0,0.798,0.486,55.7,4.5,27.8,1
22.1,90.4,0.674,0.548,50.4,10.9,69.5,1
0.0,101.4,0.62,0.506,46.3,29.0,130.0,0
26.5,70.7,0.632,0.442,71.1,10.5,61.4,1
3.0,65.5,0.573,0.594,49.0,27.5,59.2,0
21.0,29.3,0.52,0.351,57.0,12.6,39.3,0
24.2,53.0,0.321,0.569,62.2,19.8,110.9,0
0.8,5.7,0.243,0.105,50.4,7.1,219.7,0
18.1,37.7,0.444,0.291,55.2,6.8,42.0,0
1.7,30.8,0.371,0.336,56.3,4.2,52.8,0
0.0,143.7,0.778,0.799,45.2,13.8,74.7,1
1.6,16.5,0.338,0.233,40.0,16.5,61.6,0
15.7,48.0,0.504,0.437,48.7,10.4,20.8,0
14.6,26.7,0.418,0.354,68.2,7.3,25.4,0
9.7,36.5,0.326,0.195,48.9,33.1,51.4,0
30.9,81.5,0.607,0.561,58.0,13.1,216.1,0
13.7,71.4,0.543,0.551,43.6,16.0,72.1,0
26.8,50.3,0.411,0.4,67.0,9.4,52.7,0
37.4,54.8,0.56,0.225,55.6,4.6,27.5,0
119.5,231.2,1.357,1.0,67.5,11.7,119.2,3
16.0,37.7,0.487,0.364,53.5,11.7,61.3,0
53.6,55.2,0.568,0.314,80.7,6.0,58.4,1
22.8,112.9,0.669,0.697,59.2,18.4,78.3,2
24.2,26.7,0.383,0.348,54.6,12.4,39.0,0
16.2,106.5,0.585,0.602,31.5,11.0,114.5,1
20.8,25.9,0.546,0.281,66.2,2.5,57.4,0
13.8,20.6,0.494,0.276,48.7,11.6,112.8,0
45.7,55.1,0.735,0.391,52.5,15.1,55.0,1
7.1,27.0,0.381,0.168,47.0,5.4,44.2,0
1.6,92.6,0.8,0.497,64.0,7.7,73.9,1
9.3,19.1,0.45,0.26,53.1,13.1,28.8,0
8.0,58.5,0.443,0.533,41.1,5.9,129.1,0
9.2,50.6,0.471,0.437,51.8,7.9,59.7,0
15.3,50.4,0.489,0.507,47.8,6.9,112.6,0
9.3,87.2,0.7,0.389,56.4,17.2,43.4,1
15.1,52.9,0.579,0.352,51.3,24.3,60.4,0
9.3,49.9,0.533,0.559,40.9,13.3,46.4,0
27.4,89.5,0.685,0.457,55.7,10.2,64.9,1
118.6,139.3,1.196,0.647,70.5,24.5,60.6,3
22.3,54.9,0.571,0.367,45.5,3.8,35.4,0
9.8,54.0,0.527,0.569,37.9,11.2,59.5,0
88.6,160.5,1.101,0.737,68.4,28.9,51.7,3
23.6,52.4,0.556,0.432,53.5,7.9,46.6,0
14.9,47.0,0.42,0.396,52.7,16.0,24.8,0
15.8,65.3,0.522,0.257,60.5,20.3,38.2,0
20.6,49.9,0.758,0.37,39.8,13.5,67.0,0
9.4,24.7,0.279,0.225,54.0,6.0,44.6,0
2.3,64.3,0.551,0.488,57.7,7.6,139.1,0
2.0,40.1,0.507,0.491,50.9,17.0,53.0,0
89.7,112.1,1.005,0.58,55.0,21.1,60.9,3
20.0,29.4,0.493,0.262,49.9,12.9,52.9,0
9.4,12.0,0.44,0.453,49.9,2.3,219.6,0
18.7,70.4,0.6,0.387,42.4,4.6,138.9,0
17.4,32.3,0.595,0.183,57.7,11.3,42.7,0
1.8,6.5,0.429,0.329,52.3,6.5,50.6,0
43.0,55.9,0.753,0.391,53.7,6.5,41.7,1
14.5,58.4,0.587,0.43,62.2,5.2,33.5,0
20.3,35.0,0.518,0.516,51.1,44.0,55.5,0
66.3,111.0,0.782,0.481,74.4,16.8,155.2,1
2.5,21.0,0.409,0.243,50.2,16.8,56.2,0
6.5,38.9,0.495,0.219,45.4,9.6,56.9,0
25.0,60.1,0.416,0.441,48.6,22.8,42.0,0
42.2,101.4,0.791,0.52,59.5,17.8,42.1,2
8.3,69.0,0.681,0.34,44.8,13.0,64.0,0
8.9,42.3,0.334,0.409,54.6,13.2,121.1,0
33.6,45.1,0.442,0.354,54.2,7.6,80.4,0
111.3,196.1,1.393,0.822,66.4,11.2,80.3,3
19.4,41.3,0.631,0.232,54.8,14.2,51.0,0
6.5,49.1,0.354,0.387,61.1,20.3,237.1,0
4.1,48.2,0.465,0.215,48.3,25.5,159.3,0
15.2,38.0,0.426,0.347,55.9,18.6,146.1,0
40.4,45.6,0.627,0.476,62.0,29.3,118.8,1
151.7,155.3,1.12,0.838,66.6,32.0,106.1,3
12.5,37.0,0.458,0.266,58.2,10.6,32.2,0
19.4,29.6,0.579,0.318,61.6,32.6,55.0,0
77.7,149.4,0.961,0.642,72.2,15.3,61.7,3
24.5,48.2,0.497,0.377,47.1,12.1,60.3,0
22.5,43.2,0.52,0.317,47.3,17.9,76.0,0
65.5,198.0,1.38,0.848,62.1,28.5,48.6,3
19.9,52.1,0.401,0.436,54.3,7.8,129.9,0
4.6,7.4,0.278,0.031,52.9,11.6,55.1,0
54.5,146.4,1.038,0.637,57.9,12.6,89.9,3
1.3,5.8,0.299,0.106,53.7,5.2,218.1,0
46.7,92.4,0.777,0.49,39.0,9.1,67.0,1
17.8,57.9,0.579,0.52,60.1,6.2,30.1,0
12.6,15.3,0.364,0.307,65.8,16.9,113.1,0
12.2,58.2,0.373,0.413,49.5,10.1,152.5,0
15.2,33.6,0.497,0.314,56.0,9.1,22.1,0
10.5,64.6,0.72,0.427,67.1,15.5,61.8,0
28.3,45.4,0.414,0.478,56.8,16.6,65.0,0
11.0,57.1,0.491,0.236,56.2,25.0,53.9,0
18.0,47.1,0.493,0.431,69.6,2.7,56.1,0
0.4,46.4,0.406,0.313,68.3,21.2,158.5,0
17.8,71.0,0.796,0.498,46.4,5.8,54.4,1
10.3,36.4,0.383,0.366,50.3,14.7,63.4,0
43.6,65.6,0.517,0.498,66.1,6.7,104.6,0
13.3,65.2,0.664,0.573,58.1,18.3,60.3,1
38.0,56.7,0.443,0.275,63.7,9.1,222.3,0
34.1,60.7,0.678,0.504,36.5,17.6,63.9,1
35.0,141.3,0.841,0.718,42.0,8.1,210.6,2
13.8,46.3,0.568,0.317,68.5,3.1,42.7,0
19.1,79.9,0.472,0.67,61.3,7.4,148.5,0
27.5,43.3,0.577,0.41,59.2,16.6,42.4,1
19.8,65.3,0.569,0.394,45.2,10.3,154.4,0
13.3,40.7,0.461,0.423,50.8,19.8,72.7,0
5.4,27.9,0.306,0.283,57.4,10.6,74.6,0
18.2,20.5,0.382,0.22,43.8,14.6,147.1,0
1.6,11.9,0.406,0.171,46.6,3.0,80.4,0
3.6,16.0,0.286,0.269,55.6,15.5,124.8,0
34.6,59.6,0.526,0.354,62.3,22.3,116.1,0
23.0,48.7,0.548,0.381,51.5,2.9,167.1,0
34.9,100.6,0.94,0.647,65.4,5.5,47.4,3
7.4,33.2,0.478,0.318,60.8,35.3,156.0,0
47.7,96.7,0.798,0.73,45.3,15.7,68.3,2
2.0,29.9,0.421,0.296,65.4,9.6,36.6,0
3.9,73.5,0.514,0.584,62.0,8.7,224.2,0
47.0,67.0,0.506,0.525,61.2,3.0,111.9,0
21.3,30.6,0.353,0.435,54.3,18.5,219.2,0
35.1,84.1,0.769,0.681,63.9,10.8,129.2,1
23.1,73.6,0.654,0.304,60.0,13.0,53.1,0
9.0,42.0,0.434,0.365,51.3,21.2,60.4,0
3.1,31.2,0.375,0.29,65.4,10.5,54.0,0
0.6,51.5,0.516,0.388,35.3,23.5,57.7,0
83.3,92.3,0.733,0.499,60.0,6.7,21.6,2
1.2,45.0,0.371,0.304,55.8,14.7,123.0,0
63.7,174.6,1.238,0.753,61.8,10.6,118.1,3
20.1,36.3,0.291,0.328,60.8,16.1,226.6,0
23.8,49.3,0.471,0.454,44.7,10.6,62.4,0
22.2,111.1,0.732,0.563,53.5,25.6,220.4,1
31.1,64.2,0.587,0.397,66.2,19.8,47.2,0
6.5,71.3,0.621,0.392,41.1,7.9,55.1,0
0.2,46.3,0.513,0.269,50.1,7.1,159.3,0
8.7,58.3,0.367,0.383,49.1,14.9,147.7,0
28.6,43.8,0.564,0.379,59.5,11.3,115.8,0
3.9,18.7,0.327,0.365,55.8,13.2,68.8,0
48.8,106.6,0.816,0.483,60.6,18.9,33.5,2
15.5,21.4,0.534,0.259,52.2,21.9,148.6,0
3.4,30.0,0.305,0.401,53.0,9.0,60.5,0
